1,"BUENO",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:25:17"
2,"SUFICIENTE",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:25:08"
3,"ADECUADO",1,1,"189.133.190.63","dsl-189-133-190-63-dyn.prod-infinitum.com.mx",0,now(),1,"2014-07-18 13:10:24"
4,"DEFICIENTE",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:24:57"
5,"MUY BUENO",1,1,"189.133.243.223","dsl-189-133-243-223-dyn.prod-infinitum.com.mx",40,"2014-07-18 17:10:58",0,now()
6,"MALO",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",40,"2014-07-18 17:12:15",64,"2014-08-21 12:24:46"
