1,"NORTE",1,1,"","",0,now(),0,now()
2,"SUR",1,1,"","",0,now(),0,now()
3,"ESTE",1,1,"","",0,now(),0,now()
4,"OESTE",1,1,"","",0,now(),0,now()
5,"NORESTE",1,1,"","",0,now(),0,now()
6,"SURESTE",1,1,"","",0,now(),0,now()
7,"NOROESTE",1,1,"","",0,now(),0,now()
8,"SUROESTE",1,1,"","",0,now(),0,now()
9,"ORIENTE",1,1,"","",0,now(),0,now()
10,"PONIENTE",1,1,"","",0,now(),0,now()
11,"ARRIBA",1,1,"","",0,now(),0,now()
12,"ABAJO",1,1,"","",0,now(),0,now()
