1,"Nivel 1",1,1,"189.133.68.188","dsl-189-133-68-188-dyn.prod-infinitum.com.mx",0,now(),1,"2014-08-11 23:34:23"
2,"Nivel 2",1,1,"","",0,now(),0,now()
3,"Nivel 3",1,1,"","",0,now(),0,now()
4,"Nivel 4",1,1,"","",0,now(),0,now()
5,"Nivel 5",1,1,"","",0,now(),0,now()
