109	338	1	0	0	5000	0.9	80	0.1	0	0.65	0	0	0	1	189.133.93.222	dsl-189-133-93-222-dyn.prod-infinitum.com.mx	41	2014-10-02	0	1970-01-01
100	341	2	20	186.4	1150	0.9	80	0.1	0.775	0.9	0.7	721.91	134564.49	1	187.175.58.82	dsl-187-175-58-82-dyn.prod-infinitum.com.mx	46	2014-09-30	46	2014-09-30
101	342	2	6	77	643.5	0.9	80	0.1	0.9325	1	0.93	600.06	46204.91	1	187.175.58.82	dsl-187-175-58-82-dyn.prod-infinitum.com.mx	46	2014-10-01	46	2014-10-01
102	343	2	14	85.79	1025.8	0.9	80	0.1	0.8425	0.9	0.76	700.03	60055.71	1	187.175.58.82	dsl-187-175-58-82-dyn.prod-infinitum.com.mx	46	2014-10-01	46	2014-10-01
103	344	2	25	47.65	1350	0.9	80	0.1	0.7188	0.85	0.61	701.05	33405.07	1	187.175.58.82	dsl-187-175-58-82-dyn.prod-infinitum.com.mx	46	2014-10-01	46	2014-10-01
104	349	5	5	73.23	1530	0.9	80	0.1	0.9438	0.95	0.9	1303.15	95429.94	1	187.175.58.82	dsl-187-175-58-82-dyn.prod-infinitum.com.mx	46	2014-10-01	46	2014-10-01
105	350	2	2	125.67	1100	0.9	80	0.1	0.9775	0.95	0.93	970.41	121951.82	1	187.175.58.82	dsl-187-175-58-82-dyn.prod-infinitum.com.mx	46	2014-10-01	46	2014-10-01
106	351	1	40	46.53	900	0.9	80	0.1	0.55	0.65	0.36	209.14	9731.17	1	187.175.59.191	dsl-187-175-59-191-dyn.prod-infinitum.com.mx	46	2014-10-01	46	2014-10-06
107	352	2	15	247.92	2700	0.9	80	0.1	0.8313	0.9	0.75	1817.94	450704.61	1	187.175.58.82	dsl-187-175-58-82-dyn.prod-infinitum.com.mx	46	2014-10-01	46	2014-10-01
110	356	2	5	58.43	2227	0.9	80	0.1	0.9438	0.9	0.85	1702.4	99471.37	1	187.175.58.82	dsl-187-175-58-82-dyn.prod-infinitum.com.mx	46	2014-10-02	46	2014-10-02
111	358	2	1	169.2	1714	0.9	80	0.1	0.9888	1	0.99	1694.72	286746.2	1	187.175.70.233	dsl-187-175-70-233-dyn.prod-infinitum.com.mx	46	2014-10-02	46	2014-10-05
113	359	1	0	29.55	2800	0.9	80	0.1	1	0.9	0.9	2268	67019.4	1	189.133.87.176	dsl-189-133-87-176-dyn.prod-infinitum.com.mx	41	2014-10-06	41	2014-10-06
117	360	2	18	122.94	2350	0.9	80	0.1	0.7975	0.8	0.64	1199.44	147459.15	1	187.237.107.33	customer-187-237-107-33.uninet-ide.com.mx	35	2014-10-07	35	2014-10-10
112	361	2	2	58.91	1263	0.9	80	0.1	0.9775	0.9	0.88	1000.01	58910.7	1	187.175.70.233	dsl-187-175-70-233-dyn.prod-infinitum.com.mx	46	2014-10-05	46	2014-10-05
114	364	2	1	192.71	4150	0.9	80	0.1	0.9888	1	0.99	4103.31	790749.35	1	187.175.59.191	dsl-187-175-59-191-dyn.prod-infinitum.com.mx	46	2014-10-06	46	2014-10-06
115	365	2	33	64.71	4000	0.9	80	0.1	0.6288	0.9	0.57	2037.15	131823.98	1	187.175.37.69	dsl-187-175-37-69-dyn.prod-infinitum.com.mx	46	2014-10-07	46	2014-10-07
122	368	2	0	245.36	6113	0.9	80	0.1	1	0.75	0.75	3438.56	843685.7	1	187.150.145.58	dsl-187-150-145-58-dyn.prod-infinitum.com.mx	39	2014-10-12	0	1970-01-01
139	370	1	30	37.66	1500	0.9	80	0.1	0.6625	0.65	0.43	419.86	15811.9	1	189.236.196.23	dsl-189-236-196-23-dyn.prod-infinitum.com.mx	41	2014-10-30	41	2014-10-31
