17	213	Areas privativas	m2	134.13	8000	40	10	0.1	0.9	0.775	0.9	0.7	24.33	32.63	1	189.236.71.216	dsl-189-236-71-216-dyn.prod-infinitum.com.mx	52	2014-08-27	52	2014-08-27
18	271	10% DEL VALOR DE LA CONSTRUCCION	$	1	35820	60	32	0.1	0.9	0.52	0.8	0.42	100	14901.12	1	187.157.37.194	customer-187-157-37-194-sta.uninet-ide.com.mx	41	2014-09-09	1	2014-09-11
19	500	4 CAJONES DE ESTACIONAMIENTO	M2	54.21	1200	60	10	0.1	0.9	0.85	0.97	0.82	100	53635.37	1	189.133.83.237	dsl-189-133-83-237-dyn.prod-infinitum.com.mx	41	2014-12-18	41	2014-12-18
20	500	BAÑO DE VISITA	M2	4.24	4000	60	10	0.1	0.9	0.85	0.97	0.82	100	13983.52	1	189.133.83.237	dsl-189-133-83-237-dyn.prod-infinitum.com.mx	41	2014-12-18	41	2014-12-18
21	500	POZO DE LUZ (1,2 Y 3)	M2	32.68	1200	60	10	0.1	0.9	0.85	0.97	0.82	100	32333.59	1	189.133.83.237	dsl-189-133-83-237-dyn.prod-infinitum.com.mx	41	2014-12-18	41	2014-12-18
22	500	CUBO DE ESCALERA	M2	54.18	1200	60	10	0.1	0.9	0.85	0.97	0.82	100	53605.69	1	189.133.83.237	dsl-189-133-83-237-dyn.prod-infinitum.com.mx	41	2014-12-18	41	2014-12-18
23	500	ESCALERA (DE P.B. HASTA AZOTEA) INCLUYE BARANDAL	M2	58.14	2800	60	10	0.1	0.9	0.85	0.97	0.82	100	134222	1	189.133.83.237	dsl-189-133-83-237-dyn.prod-infinitum.com.mx	41	2014-12-18	41	2014-12-18
