27|008|003-0014-000020|1588|1|32.4982|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F00000100000001030000000100000005000000DF4F8D973C0A1C41B0726851FD163E4156827BC2390A1C413D6A3129F5163E4139B4C8F6290A1C414C3789A1F5163E41D122DB792C0A1C4160E5D0A2FD163E41DF4F8D973C0A1C41B0726851FD163E41|368
27|008|003-0031-000010|938|1|64.8451|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F000001000000010300000001000000050000006891ED7CA3051C41B81E85EBD1173E4180581E9FC7051C41DB73A00BD2173E41364FD79AC9051C410A8215E5CA173E417B14AE47A5051C413D0AD7C3CA173E416891ED7CA3051C41B81E85EBD1173E41|591
27|008|003-0031-000009|939|2|66.8927|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F00000100000001030000000100000005000000438CAE78E9051C4198247301D7173E41D2AE10D3EB051C41BC3E88E1C9173E4187A53395D7051C41ECD6A5B0C9173E4126692EEAD4051C41F20538BED6173E41438CAE78E9051C4198247301D7173E41|590
27|008|003-0031-000008|940|1|51.649|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F0000010000000103000000010000000600000044C1DB94EF051C414A2E99F0D2173E41E42D8B3E06061C414E25942ED3173E41275C13D206061C410889756ED0173E41D8933A2108061C412E36E32ECA173E4196FF05F3F0051C413E1543F2C9173E4144C1DB94EF051C414A2E99F0D2173E41|589
27|008|003-0031-000007|941|1|50.1722|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F0000010000000103000000010000000600000073B00E8605061C41C693119FD6173E41027CA16C26061C41DEA483DAD6173E419DFE05AE27061C417FFF9DDCD0173E41275C13D206061C410889756ED0173E41E42D8B3E06061C414E25942ED3173E4173B00E8605061C41C693119FD6173E41|587
27|008|003-0031-000007|941|1|64.6161|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F000001000000010300000001000000060000009DFE05AE27061C417FFF9DDCD0173E412E8C185829061C4146751EEBC8173E419FC0857108061C412E64ACAFC8173E41D8933A2108061C412E36E32ECA173E41265C13D206061C410889756ED0173E419DFE05AE27061C417FFF9DDCD0173E41|588
27|008|003-0031-000006|942|1|103.687|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F0000010000000103000000010000000600000054A1082766061C41D469C245D6173E41A69D807C68061C418D430B3BCA173E41356A393146061C41357D7FCDC9173E41077572AB44061C412C4FD435D6173E4141C9D2105B061C41A9047C40D6173E4154A1082766061C41D469C245D6173E41|585
27|008|003-0031-000006|942|1|75.2819|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F00000100000001030000000100000006000000975102343D061C41CAF83449E0173E41C90BA0B15A061C416E72C58BE0173E4141C9D2105B061C41A9047C40D6173E41077572AB44061C412C4FD435D6173E41952111793D061C41F9856832D6173E41975102343D061C41CAF83449E0173E41|586
27|008|003-0031-000005|943|1|223.83|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F000001000000010300000001000000090000007A5FDFC694061C41ECB85CEDD6173E41AA29F62198061C4184AE312ECA173E413BDF4F0D99061C419CC420B0C6173E4161DDA24869061C410C35CA1DC6173E41A79D807C68061C418D430B3BCA173E4154A1082766061C41D469C245D6173E414D67149C65061C41F2D2B512D9173E411200731094061C416C0EC4A2D9173E417A5FDFC694061C41ECB85CEDD6173E41|584
27|008|003-0031-000004|944|1|104.281|0|1|1|1|1|1|1|1|1|2015-04-07 14:44:29.739975|2015-04-07 14:44:29.739975|0106000020677F0000010000000103000000010000000600000031CB1853B5061C416B937576D7173E413AA25552B5061C41E6305379D7173E410B0221C0B8061C415C1D96B7CA173E41AA29F62198061C4184AE312ECA173E417A5FDFC694061C41ECB85CEDD6173E4131CB1853B5061C416B937576D7173E41|583
