1,0.00,"",1,1,"","",0,now(),0,now()
2,0.60,"menor a 4 m",1,1,"","",0,now(),0,now()
3,0.80,"DE 4 A 6.90 M",1,1,"189.133.158.112","dsl-189-133-158-112-dyn.prod-infinitum.com.mx",0,now(),1,"2014-07-18 17:08:00"
4,1.00,"mayor a 6.90 m",1,1,"","",0,now(),0,now()
