1,"MEDIA",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:26:57"
2,"ECONÓMICA",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:26:48"
3,"INTERÉS SOCIAL",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:26:21"
4,"MEDIA SEMILUJO",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:26:05"
5,"RESIDENCIAL",1,1,"189.133.190.63","dsl-189-133-190-63-dyn.prod-infinitum.com.mx",0,now(),1,"2014-07-18 13:53:12"
6,"RESIDENCIAL PLUS",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:25:50"
7,"TERRENO",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",0,now(),64,"2014-08-21 12:25:38"
8,"SOLAR",1,1,"189.133.190.63","dsl-189-133-190-63-dyn.prod-infinitum.com.mx",1,"2014-07-18 13:53:26",1,"2014-07-18 13:53:59"
