1,0.00,"",1,1,"","",0,now(),0,now()
2,0.80,"SIN FRENTE A CALLE",1,1,"189.133.158.112","dsl-189-133-158-112-dyn.prod-infinitum.com.mx",0,now(),1,"2014-07-18 17:16:55"
3,1.00,"un frente",1,1,"","",0,now(),0,now()
4,1.15,"2 frentes",1,1,"","",0,now(),0,now()
5,1.25,"3 FRENTES",1,1,"189.133.158.112","dsl-189-133-158-112-dyn.prod-infinitum.com.mx",0,now(),1,"2014-07-18 17:26:30"
6,1.35,"4 frentes",1,1,"","",0,now(),0,now()
7,1.35,"mas de 4 frentes",1,1,"","",0,now(),0,now()
