1,0.00,"",1,1,"","",0,now(),0,now()
2,1.00,"REGULAR",1,1,"189.133.158.112","dsl-189-133-158-112-dyn.prod-infinitum.com.mx",0,now(),1,"2014-07-18 16:42:32"
3,0.00,"irregular",1,1,"","",0,now(),0,now()
4,0.90,"DEPARTAENTO",1,1,"189.133.207.146","dsl-189-133-207-146-dyn.prod-infinitum.com.mx",64,"2014-09-05 12:20:54",64,"2014-09-05 12:21:22"
5,0.95,"DEPARTAMENTO",1,1,"189.133.251.126","dsl-189-133-251-126-dyn.prod-infinitum.com.mx",64,"2014-09-05 12:21:38",0,now()
