1,"LOSA MACISA DE CONC. ARMADO DE 12 CMS ",1,1,"","",0,now(),0,now()
2,"LOSA MACISA DE CONC. ARMADO DE 10 CMS ",1,1,"","",0,now(),0,now()
3,"LOSA RETICULAR DE 20 CMS DE PERALTE Y CASETONES, CLAROS MEDIANOS.",1,1,"","",0,now(),0,now()
4,"LOSA DE VIGUETA Y BOVEDILLA DE 20 CMS DE PERALTE, CLAROS MEDIANOS",1,1,"","",0,now(),0,now()
5,"TRABE-LOSA TIPO \"T\" Ó DOBLE \"T\" DE CONCRETO PRETENSADO, GRAN CLARO.",1,1,"","",0,now(),0,now()
6,"TRIDILOSA DE FIERRO ANGULAR Y VARILLA REDONDA, CLAROS GRANDES.",1,1,"","",0,now(),0,now()
7,"INEXISTENTE",1,1,"","",0,now(),0,now()
8,"NO APLICA",1,1,"189.133.204.88","dsl-189-133-204-88-dyn.prod-infinitum.com.mx",64,"2014-08-14 18:31:59",64,"2014-08-21 12:22:22"
