210	211	0	5413.55	5414		281009.34	7	1	1	1	0	0	1	0			0	0	0	0	281009.34	1	189.236.254.45	dsl-189-236-254-45-dyn.prod-infinitum.com.mx	0	1970-01-01	52	2014-09-02
211	212	0	73.07	70		623000	2	1	1	1	0	0	1	0			0	0	0	0	623000	1	187.175.1.141	dsl-187-175-1-141-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-25
212	213	0	0	0		17469.54	2	2	5	3	10	30	1	0			43.03	42491.13	0	0	59960.67	1	187.175.68.161	dsl-187-175-68-161-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-03
213	214	0	5989.69	5990		120974.04	4	3	2	1	10	40	1	1			93.5	1136025	32.63	56700	1313731.67	1	189.236.71.216	dsl-189-236-71-216-dyn.prod-infinitum.com.mx	0	1970-01-01	52	2014-08-27
214	215	0	0	0		145670.33	2	1	1	1	0	0	1	0			0	0	0	0	145670.33	1	189.243.89.154	dsl-189-243-89-154-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-26
215	216	0	0	0		141921	2	1	1	1	0	0	1	0			0	0	0	0	141921	1	187.175.3.127	dsl-187-175-3-127-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-26
216	217	0	0	0		149737.39	2	1	1	1	0	0	1	0			0	0	0	0	149737.39	1	187.175.3.127	dsl-187-175-3-127-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-26
217	218	0	0	0		79019.36	2	1	1	1	0	0	1	0			0	0	0	0	79019.36	1	187.175.3.127	dsl-187-175-3-127-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-26
218	219	0	0	0		26937	2	1	1	1	0	0	1	0			0	0	0	0	26937	1	187.175.3.127	dsl-187-175-3-127-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-26
219	220	0	0	0		15970.14	2	1	1	1	0	0	1	0			0	0	0	0	15970.14	1	187.175.68.161	dsl-187-175-68-161-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-03
220	221	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
221	222	0	0	0		29213.94	2	1	1	1	0	0	1	0			0	0	0	0	29213.94	1	187.175.69.51	dsl-187-175-69-51-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-27
222	223	0	1149.86	1150		254280	1	2	2	1	10	50	1	0			91.1	261958.05	0	0	516238.05	1	187.175.69.51	dsl-187-175-69-51-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-28
